group_order,small_group_id,group_structure,class_i,class_j,class_size,union_size,linear_nullity,unordered_sign_solutions,nontrivial_partitions,isomorphic_partitions,new_twists,isomorphism_flags
128,1852,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1853,"(C4 x QD16) : C2",10,24,4,8,2,2,0,0,0,""
128,1853,"(C4 x QD16) : C2",23,31,4,8,2,2,0,0,0,""
128,1854,"(((C4 x C2 x C2) : C2) : C2) : C2",10,24,4,8,2,2,0,0,0,""
128,1854,"(((C4 x C2 x C2) : C2) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1855,"((C4 x Q8) : C2) : C2",10,24,4,8,2,2,0,0,0,""
128,1855,"((C4 x Q8) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1856,"(((C4 x C4) : C2) : C2) : C2",10,24,4,8,2,2,0,0,0,""
128,1856,"(((C4 x C4) : C2) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1857,"(((C2 x Q8) : C2) : C2) : C2",10,24,4,8,2,2,0,0,0,""
128,1857,"(((C2 x Q8) : C2) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1858,"(((C8 x C2) : C2) : C2) : C2",10,24,4,8,2,2,0,0,0,""
128,1858,"(((C8 x C2) : C2) : C2) : C2",23,31,4,8,2,2,0,0,0,""
128,1859,"(C4 x Q16) : C2",10,24,4,8,2,2,0,0,0,""
128,1859,"(C4 x Q16) : C2",23,31,4,8,2,2,0,0,0,""
128,1870,"(((C8 x C2) : C2) : C2) : C2",12,25,2,4,1,1,0,0,0,""
128,1870,"(((C8 x C2) : C2) : C2) : C2",24,32,2,4,1,1,0,0,0,""
128,1871,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",12,25,2,4,1,1,0,0,0,""
128,1871,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",24,32,2,4,1,1,0,0,0,""
128,1872,"((C8 : C4) : C2) : C2",12,25,2,4,1,1,0,0,0,""
128,1872,"((C8 : C4) : C2) : C2",24,32,2,4,1,1,0,0,0,""
128,1873,"(((C8 x C2) : C2) : C2) : C2",12,25,2,4,1,1,0,0,0,""
128,1873,"(((C8 x C2) : C2) : C2) : C2",24,32,2,4,1,1,0,0,0,""
128,1874,"(((C8 x C2) : C2) : C2) : C2",12,25,2,4,1,1,0,0,0,""
128,1874,"(((C8 x C2) : C2) : C2) : C2",24,32,2,4,1,1,0,0,0,""
128,1883,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,1883,"(C2 x (C8 : (C2 x C2))) : C2",16,29,2,4,1,1,0,0,0,""
128,1884,"(C2 x ((C2 x Q8) : C2)) : C2",4,17,2,4,1,1,0,0,0,""
128,1884,"(C2 x ((C2 x Q8) : C2)) : C2",16,29,2,4,1,1,0,0,0,""
128,1885,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,1885,"(C2 x (C8 : (C2 x C2))) : C2",16,29,2,4,1,1,0,0,0,""
128,1897,"(C8 : Q8) : C2",3,15,2,4,1,1,0,0,0,""
128,1897,"(C8 : Q8) : C2",14,28,2,4,1,1,0,0,0,""
128,1898,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",3,15,2,4,1,1,0,0,0,""
128,1898,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1912,"(((C4 x C2 x C2) : C2) : C2) : C2",3,15,2,4,1,1,0,0,0,""
128,1912,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1913,"((C4 x Q8) : C2) : C2",3,15,2,4,1,1,0,0,0,""
128,1913,"((C4 x Q8) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1914,"(((C8 x C2) : C2) : C2) : C2",13,27,2,4,1,1,0,0,0,""
128,1914,"(((C8 x C2) : C2) : C2) : C2",26,32,2,4,1,1,0,0,0,""
128,1915,"(((C4 x C4) : C2) : C2) : C2",13,27,2,4,1,1,0,0,0,""
128,1915,"(((C4 x C4) : C2) : C2) : C2",26,32,2,4,1,1,0,0,0,""
128,1916,"(((C4 x C2 x C2) : C2) : C2) : C2",13,27,2,4,1,1,0,0,0,""
128,1916,"(((C4 x C2 x C2) : C2) : C2) : C2",26,32,2,4,1,1,0,0,0,""
128,1917,"(Q16 : C4) : C2",13,27,2,4,1,1,0,0,0,""
128,1917,"(Q16 : C4) : C2",26,32,2,4,1,1,0,0,0,""
128,1918,"(C2 x ((C4 x C2 x C2) : C2)) : C2",7,19,2,4,1,1,0,0,0,""
128,1918,"(C2 x ((C4 x C2 x C2) : C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1919,"(C2 x ((C2 x Q8) : C2)) : C2",7,19,2,4,1,1,0,0,0,""
128,1919,"(C2 x ((C2 x Q8) : C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1920,"(((C4 x C2 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1920,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1921,"((C2 x Q16) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1921,"((C2 x Q16) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1922,"((C2 x QD16) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1922,"((C2 x QD16) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1923,"(((C4 x C2 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1923,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1924,"(C2 x ((C4 x C2 x C2) : C2)) : C2",5,17,2,4,1,1,0,0,0,""
128,1924,"(C2 x ((C4 x C2 x C2) : C2)) : C2",7,18,2,4,1,1,0,0,0,""
128,1924,"(C2 x ((C4 x C2 x C2) : C2)) : C2",13,24,2,4,1,1,0,0,0,""
128,1925,"(C2 x ((C2 x Q8) : C2)) : C2",5,17,2,4,1,1,0,0,0,""
128,1925,"(C2 x ((C2 x Q8) : C2)) : C2",7,18,2,4,1,1,0,0,0,""
128,1925,"(C2 x ((C2 x Q8) : C2)) : C2",13,24,2,4,1,1,0,0,0,""
128,1926,"(((C4 x C2 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1926,"(((C4 x C2 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1926,"(((C4 x C2 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1927,"((C2 x Q16) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1927,"((C2 x Q16) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1927,"((C2 x Q16) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1928,"((C2 x QD16) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1928,"((C2 x QD16) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1928,"((C2 x QD16) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1929,"(((C4 x C2 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1929,"(((C4 x C2 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1929,"(((C4 x C2 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1930,"(((C4 x C2 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1930,"(((C4 x C2 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1930,"(((C4 x C2 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1931,"(((C4 x C2 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1931,"(((C4 x C2 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1931,"(((C4 x C2 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1932,"(((C2 x Q8) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1932,"(((C2 x Q8) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1932,"(((C2 x Q8) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1933,"((C2 x QD16) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1933,"((C2 x QD16) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1933,"((C2 x QD16) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1934,"((C2 x Q16) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1934,"((C2 x Q16) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1934,"((C2 x Q16) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1935,"(((C4 x C2 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1935,"(((C4 x C2 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1935,"(((C4 x C2 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1936,"(((C2 x Q8) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1936,"(((C2 x Q8) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1936,"(((C2 x Q8) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1937,"(((C4 x C4) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1937,"(((C4 x C4) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1938,"((C2 x QD16) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1938,"((C2 x QD16) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1939,"(((C4 x C4) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1939,"(((C4 x C4) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1940,"((C4 : Q8) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1940,"((C4 : Q8) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1941,"(C4 : Q16) : C2",7,19,2,4,1,1,0,0,0,""
128,1941,"(C4 : Q16) : C2",14,28,2,4,1,1,0,0,0,""
128,1942,"((C4 : Q8) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1942,"((C4 : Q8) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1943,"(((C4 x C4) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1943,"(((C4 x C4) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1944,"(((C4 x C4) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1944,"(((C4 x C4) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1945,"(((C4 x C4) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1945,"(((C4 x C4) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1945,"(((C4 x C4) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1946,"(((C4 x C4) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1946,"(((C4 x C4) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1946,"(((C4 x C4) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1947,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1947,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1947,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1948,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1948,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1948,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1949,"(((C4 x C4) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1949,"(((C4 x C4) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1949,"(((C4 x C4) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1950,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1950,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1950,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1951,"(((C4 x C4) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1951,"(((C4 x C4) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1951,"(((C4 x C4) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1952,"(((C4 x C4) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1952,"(((C4 x C4) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1952,"(((C4 x C4) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1953,"(((C4 x C4) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1953,"(((C4 x C4) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1953,"(((C4 x C4) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1954,"((C4 : Q8) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1954,"((C4 : Q8) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1954,"((C4 : Q8) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1955,"((C4 : Q8) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1955,"((C4 : Q8) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1955,"((C4 : Q8) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1956,"(((C4 x C4) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1956,"(((C4 x C4) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1956,"(((C4 x C4) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1957,"(((C4 x C4) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1957,"(((C4 x C4) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1957,"(((C4 x C4) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1958,"(((C8 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1958,"(((C8 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1959,"(((C8 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1959,"(((C8 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1960,"(((C8 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1960,"(((C8 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1961,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,19,2,4,1,1,0,0,0,""
128,1961,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1962,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,19,2,4,1,1,0,0,0,""
128,1962,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1963,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,19,2,4,1,1,0,0,0,""
128,1963,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",14,28,2,4,1,1,0,0,0,""
128,1964,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1964,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1965,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1965,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1966,"(((C8 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1966,"(((C8 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1966,"(((C8 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1967,"(((C8 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1967,"(((C8 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1967,"(((C8 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1968,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",5,17,2,4,1,1,0,0,0,""
128,1968,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,18,2,4,1,1,0,0,0,""
128,1968,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",13,24,2,4,1,1,0,0,0,""
128,1969,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",5,17,2,4,1,1,0,0,0,""
128,1969,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,18,2,4,1,1,0,0,0,""
128,1969,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",13,24,2,4,1,1,0,0,0,""
128,1970,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1970,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1970,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1971,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1971,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1971,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1972,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1972,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1972,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1973,"(((C8 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1973,"(((C8 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1973,"(((C8 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1974,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",7,17,2,4,1,1,0,0,0,""
128,1974,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",10,22,4,8,2,2,0,0,0,""
128,1974,"((C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)) : C2",19,26,4,8,2,2,0,0,0,""
128,1975,"((C4 : Q8) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1975,"((C4 : Q8) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1975,"((C4 : Q8) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1976,"((C4 : Q8) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1976,"((C4 : Q8) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1976,"((C4 : Q8) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1977,"(((C4 x C2 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1977,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1978,"((C4 : Q8) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1978,"((C4 : Q8) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1979,"(((C4 x C2 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1979,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1980,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1980,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1981,"(C4 : Q16) : C2",7,19,2,4,1,1,0,0,0,""
128,1981,"(C4 : Q16) : C2",14,28,2,4,1,1,0,0,0,""
128,1982,"(((C4 x C2 x C2) : C2) : C2) : C2",7,19,2,4,1,1,0,0,0,""
128,1982,"(((C4 x C2 x C2) : C2) : C2) : C2",14,28,2,4,1,1,0,0,0,""
128,1983,"(((C4 x C2 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1983,"(((C4 x C2 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1983,"(((C4 x C2 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1984,"((C4 : Q8) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1984,"((C4 : Q8) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1984,"((C4 : Q8) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1985,"(((C4 x C2 x C2) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1985,"(((C4 x C2 x C2) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1985,"(((C4 x C2 x C2) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1986,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1986,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1986,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1987,"(C4 : Q16) : C2",5,17,2,4,1,1,0,0,0,""
128,1987,"(C4 : Q16) : C2",7,18,2,4,1,1,0,0,0,""
128,1987,"(C4 : Q16) : C2",13,24,2,4,1,1,0,0,0,""
128,1988,"(((C4 x C4) : C2) : C2) : C2",5,17,2,4,1,1,0,0,0,""
128,1988,"(((C4 x C4) : C2) : C2) : C2",7,18,2,4,1,1,0,0,0,""
128,1988,"(((C4 x C4) : C2) : C2) : C2",13,24,2,4,1,1,0,0,0,""
128,1989,"(((C4 x C2 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1989,"(((C4 x C2 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1989,"(((C4 x C2 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1990,"((C4 : Q8) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1990,"((C4 : Q8) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1990,"((C4 : Q8) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1991,"(((C4 x C2 x C2) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1991,"(((C4 x C2 x C2) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1991,"(((C4 x C2 x C2) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1992,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1992,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1992,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1993,"(C4 : Q16) : C2",7,17,2,4,1,1,0,0,0,""
128,1993,"(C4 : Q16) : C2",10,22,4,8,2,2,0,0,0,""
128,1993,"(C4 : Q16) : C2",19,26,4,8,2,2,0,0,0,""
128,1994,"(((C4 x C4) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1994,"(((C4 x C4) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1994,"(((C4 x C4) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1995,"(((C2 x Q8) : C2) : C2) : C2",7,17,2,4,1,1,0,0,0,""
128,1995,"(((C2 x Q8) : C2) : C2) : C2",10,22,4,8,2,2,0,0,0,""
128,1995,"(((C2 x Q8) : C2) : C2) : C2",19,26,4,8,2,2,0,0,0,""
128,1996,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,1996,"(C2 x (C8 : (C2 x C2))) : C2",25,29,4,8,2,2,0,0,0,""
128,1997,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,1997,"(C2 x (C8 : (C2 x C2))) : C2",25,29,4,8,2,2,0,0,0,""
128,1998,"(C2 x ((C2 x Q8) : C2)) : C2",4,17,2,4,1,1,0,0,0,""
128,1998,"(C2 x ((C2 x Q8) : C2)) : C2",25,29,4,8,2,2,0,0,0,""
128,1999,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,1999,"(C2 x (C8 : (C2 x C2))) : C2",25,29,4,8,2,2,0,0,0,""
128,2000,"(C2 x (C8 : (C2 x C2))) : C2",4,17,2,4,1,1,0,0,0,""
128,2000,"(C2 x (C8 : (C2 x C2))) : C2",25,29,4,8,2,2,0,0,0,""
128,2001,"(C2 x ((C2 x Q8) : C2)) : C2",4,17,2,4,1,1,0,0,0,""
128,2001,"(C2 x ((C2 x Q8) : C2)) : C2",25,29,4,8,2,2,0,0,0,""
128,2002,"(C2 x ((C2 x Q8) : C2)) : C2",4,17,2,4,1,1,0,0,0,""
128,2002,"(C2 x ((C2 x Q8) : C2)) : C2",25,29,4,8,2,2,0,0,0,""
128,2003,"(C2 x ((C2 x Q8) : C2)) : C2",4,17,2,4,1,1,0,0,0,""
128,2003,"(C2 x ((C2 x Q8) : C2)) : C2",25,29,4,8,2,2,0,0,0,""
128,2004,"(C2 x (C8 : (C2 x C2))) : C2",20,27,4,8,2,2,0,0,0,""
128,2004,"(C2 x (C8 : (C2 x C2))) : C2",22,29,2,4,1,1,0,0,0,""
128,2005,"(C2 x (C8 : (C2 x C2))) : C2",20,27,4,8,2,2,0,0,0,""
128,2005,"(C2 x (C8 : (C2 x C2))) : C2",22,29,2,4,1,1,0,0,0,""
128,2006,"(C2 x (C8 : (C2 x C2))) : C2",20,27,4,8,2,2,0,0,0,""
128,2006,"(C2 x (C8 : (C2 x C2))) : C2",22,29,2,4,1,1,0,0,0,""
128,2007,"(C2 x ((C2 x Q8) : C2)) : C2",20,27,4,8,2,2,0,0,0,""
128,2007,"(C2 x ((C2 x Q8) : C2)) : C2",22,29,2,4,1,1,0,0,0,""
128,2008,"(C2 x ((C2 x Q8) : C2)) : C2",20,27,4,8,2,2,0,0,0,""
128,2008,"(C2 x ((C2 x Q8) : C2)) : C2",22,29,2,4,1,1,0,0,0,""
128,2009,"(C2 x ((C2 x Q8) : C2)) : C2",20,27,4,8,2,2,0,0,0,""
128,2009,"(C2 x ((C2 x Q8) : C2)) : C2",22,29,2,4,1,1,0,0,0,""
128,2010,"(C2 x ((C2 x Q8) : C2)) : C2",20,27,4,8,2,2,0,0,0,""
128,2010,"(C2 x ((C2 x Q8) : C2)) : C2",22,29,2,4,1,1,0,0,0,""
128,2038,"(((C4 x C2 x C2) : C2) : C2) : C2",5,18,2,4,1,1,0,0,0,""
128,2038,"(((C4 x C2 x C2) : C2) : C2) : C2",10,24,4,8,2,2,0,0,0,""
